ExistingAccountStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,CurrentEmplymentStatus,InstallmentRate,PersonalStatusAndSex,OtherGuarantors,DurationInCurrentResidence,Property,Age,OtherInstallment,Housing,ExistingCredits,Job,PeopleLiable,Telephone,ForeignWorker,Sex,Marital_Status,ClassificationStatus
No Account,9,existing credits paid back duly till now ,Business,1449,Below 100 DM,"[4, 7) Years",3,"Female, Divorced",None,2,Car,27,None,Own,2,Skilled,1,no,yes,Female,Divorced,1
No Account,18,existing credits paid back duly till now ,Car (New),1820,Below 100 DM,"[1, 4) Years",2,"Male, Married/Widowed",None,2,Life Insurance,30,None,Own,1,Executive,1,yes,yes,Male,Married/Widowed,1
Below 200 DM,12,existing credits paid back duly till now ,Furniture,983,Above 1000 DM,<1 Year,1,"Female, Divorced",None,4,Real Estate,19,None,Rent,1,Unskilled Resident,1,no,yes,Female,Divorced,1
None,36,existing credits paid back duly till now ,Car (New),3249,Below 100 DM,"[4, 7) Years",2,"Male, Single",None,4,None,39,Bank,Free,1,Executive,2,yes,yes,Male,Single,1
None,6,critical account/ other credits existing (not at this bank),Radio/TV,1957,Below 100 DM,"[4, 7) Years",1,"Female, Divorced",None,4,Car,31,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
No Account,9,critical account/ other credits existing (not at this bank),Furniture,2406,Below 100 DM,Unemployed,2,"Male, Single",None,3,Car,31,None,Own,1,Executive,1,no,yes,Male,Single,1
Below 200 DM,39,delay in paying off in the past ,Education,11760,"[100, 500) DM","[4, 7) Years",2,"Male, Single",None,3,None,32,None,Rent,1,Skilled,1,yes,yes,Male,Single,1
None,12,existing credits paid back duly till now ,Furniture,2578,Below 100 DM,Unemployed,3,"Female, Divorced",None,4,None,55,None,Free,1,Executive,1,no,yes,Female,Divorced,1
None,36,critical account/ other credits existing (not at this bank),Furniture,2348,Below 100 DM,"[1, 4) Years",3,"Male, Married/Widowed",None,2,Life Insurance,46,None,Own,2,Skilled,1,yes,yes,Male,Married/Widowed,1
Below 200 DM,12,existing credits paid back duly till now ,Car (New),1223,Below 100 DM,Above 7 Years,1,"Male, Divorced",None,1,Real Estate,46,None,Rent,2,Skilled,1,no,yes,Male,Divorced,0
No Account,24,critical account/ other credits existing (not at this bank),Radio/TV,1516,Above 1000 DM,"[1, 4) Years",4,"Female, Divorced",None,1,Real Estate,43,None,Own,2,Unskilled Resident,1,no,yes,Female,Divorced,1
No Account,18,existing credits paid back duly till now ,Radio/TV,1473,Below 100 DM,<1 Year,3,"Male, Married/Widowed",None,4,Real Estate,39,None,Own,1,Skilled,1,yes,yes,Male,Married/Widowed,1
Below 200 DM,18,critical account/ other credits existing (not at this bank),Business,1887,None,"[1, 4) Years",4,"Male, Married/Widowed",None,4,Real Estate,28,Bank,Own,2,Skilled,1,no,yes,Male,Married/Widowed,1
No Account,24,delay in paying off in the past ,Business,8648,Below 100 DM,<1 Year,2,"Male, Single",None,2,Car,27,Bank,Own,2,Skilled,1,yes,yes,Male,Single,0
No Account,14,delay in paying off in the past ,Car (New),802,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,2,Car,27,None,Own,2,Unskilled Resident,1,no,yes,Male,Single,1
Below 200 DM,18,delay in paying off in the past ,Car (New),2899,None,Above 7 Years,4,"Male, Single",None,4,Car,43,None,Own,1,Skilled,2,no,yes,Male,Single,1
Below 200 DM,24,existing credits paid back duly till now ,Radio/TV,2039,Below 100 DM,<1 Year,1,"Male, Married/Widowed",None,1,Life Insurance,22,None,Own,1,Skilled,1,yes,yes,Male,Married/Widowed,0
No Account,24,critical account/ other credits existing (not at this bank),Car (Used),2197,None,"[4, 7) Years",4,"Male, Single",None,4,Car,43,None,Own,2,Skilled,2,yes,yes,Male,Single,1
None,15,existing credits paid back duly till now ,Radio/TV,1053,Below 100 DM,<1 Year,4,"Male, Married/Widowed",None,2,Real Estate,27,None,Own,1,Skilled,1,no,no,Male,Married/Widowed,1
No Account,24,existing credits paid back duly till now ,Radio/TV,3235,"[500, 1000) DM",Above 7 Years,3,"Male, Divorced",None,2,Car,26,None,Own,1,Executive,1,yes,yes,Male,Divorced,1
Above 200 DM,12,critical account/ other credits existing (not at this bank),Car (New),939,"[500, 1000) DM","[4, 7) Years",4,"Male, Married/Widowed",None,2,Real Estate,28,None,Own,3,Skilled,1,yes,yes,Male,Married/Widowed,0
Below 200 DM,24,existing credits paid back duly till now ,Radio/TV,1967,Below 100 DM,Above 7 Years,4,"Female, Divorced",None,4,Car,20,None,Own,1,Skilled,1,yes,yes,Female,Divorced,1
No Account,33,critical account/ other credits existing (not at this bank),Car (Used),7253,Below 100 DM,"[4, 7) Years",3,"Male, Single",None,2,Car,35,None,Own,2,Executive,1,yes,yes,Male,Single,1
No Account,12,critical account/ other credits existing (not at this bank),Business,2292,Below 100 DM,Unemployed,4,"Male, Single",None,2,Car,42,Stores,Own,2,Executive,1,yes,yes,Male,Single,0
No Account,10,existing credits paid back duly till now ,Car (New),1597,"[500, 1000) DM","[1, 4) Years",3,"Male, Single",None,2,None,40,None,Rent,1,Unskilled Resident,2,no,no,Male,Single,1
None,24,existing credits paid back duly till now ,Car (New),1381,None,"[1, 4) Years",4,"Female, Divorced",None,2,Life Insurance,35,None,Own,1,Skilled,1,no,yes,Female,Divorced,0
No Account,36,critical account/ other credits existing (not at this bank),Car (Used),5842,Below 100 DM,Above 7 Years,2,"Male, Single",None,2,Life Insurance,35,None,Own,2,Skilled,2,yes,yes,Male,Single,1
None,12,existing credits paid back duly till now ,Car (New),2579,Below 100 DM,<1 Year,4,"Male, Single",None,1,Real Estate,33,None,Own,1,Unskilled Resident,2,no,yes,Male,Single,0
None,18,delay in paying off in the past ,Education,8471,None,"[1, 4) Years",1,"Female, Divorced",None,2,Car,23,None,Rent,2,Skilled,1,yes,yes,Female,Divorced,1
No Account,21,existing credits paid back duly till now ,Car (New),2782,"[500, 1000) DM","[4, 7) Years",1,"Female, Divorced",None,2,Car,31,Bank,Own,1,Executive,1,no,yes,Female,Divorced,1
Below 200 DM,18,existing credits paid back duly till now ,Car (New),1042,None,"[1, 4) Years",4,"Female, Divorced",None,2,Life Insurance,33,None,Own,1,Skilled,1,no,yes,Female,Divorced,0
No Account,15,existing credits paid back duly till now ,Car (New),3186,Above 1000 DM,"[4, 7) Years",2,"Female, Divorced",None,3,Car,20,None,Rent,1,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,12,existing credits paid back duly till now ,Car (Used),2028,None,"[1, 4) Years",4,"Male, Single",None,2,Car,30,None,Own,1,Skilled,1,no,yes,Male,Single,1
Below 200 DM,12,critical account/ other credits existing (not at this bank),Car (New),958,Below 100 DM,"[4, 7) Years",2,"Male, Single",None,3,Real Estate,47,None,Own,2,Unskilled Resident,2,no,yes,Male,Single,1
No Account,21,delay in paying off in the past ,Furniture,1591,"[100, 500) DM","[4, 7) Years",4,"Male, Single",None,3,Real Estate,34,None,Own,2,Executive,1,no,yes,Male,Single,1
Below 200 DM,12,existing credits paid back duly till now ,Furniture,2762,None,Above 7 Years,1,"Female, Divorced",None,2,Life Insurance,25,Bank,Own,1,Skilled,1,yes,yes,Female,Divorced,0
Below 200 DM,18,existing credits paid back duly till now ,Car (Used),2779,Below 100 DM,"[1, 4) Years",1,"Male, Married/Widowed",None,3,Car,21,None,Rent,1,Skilled,1,yes,yes,Male,Married/Widowed,1
No Account,28,critical account/ other credits existing (not at this bank),Radio/TV,2743,Below 100 DM,Above 7 Years,4,"Male, Single",None,2,Car,29,None,Own,2,Skilled,1,no,yes,Male,Single,1
No Account,18,critical account/ other credits existing (not at this bank),Radio/TV,1149,Above 1000 DM,"[1, 4) Years",4,"Male, Single",None,3,Real Estate,46,None,Own,2,Skilled,1,no,yes,Male,Single,1
No Account,9,existing credits paid back duly till now ,Furniture,1313,Below 100 DM,Above 7 Years,1,"Male, Single",None,4,Car,20,None,Own,1,Skilled,1,no,yes,Male,Single,1
None,18,critical account/ other credits existing (not at this bank),Repairs,1190,Below 100 DM,Unemployed,2,"Female, Divorced",None,4,None,55,None,Free,3,"Unemployed, Unskilled",2,no,yes,Female,Divorced,0
No Account,5,existing credits paid back duly till now ,Business,3448,Below 100 DM,"[4, 7) Years",1,"Male, Single",None,4,Real Estate,74,None,Own,1,Unskilled Resident,1,no,yes,Male,Single,1
Below 200 DM,24,existing credits paid back duly till now ,Others,11328,Below 100 DM,"[1, 4) Years",2,"Male, Single",Co-Applicant,3,Car,29,Bank,Own,2,Executive,1,yes,yes,Male,Single,0
None,6,critical account/ other credits existing (not at this bank),Furniture,1872,Below 100 DM,Unemployed,4,"Male, Single",None,4,None,36,None,Free,3,Executive,1,yes,yes,Male,Single,1
No Account,24,critical account/ other credits existing (not at this bank),Repairs,2058,Below 100 DM,"[1, 4) Years",4,"Male, Divorced",None,2,Real Estate,33,None,Own,2,Skilled,1,yes,yes,Male,Divorced,1
None,9,existing credits paid back duly till now ,Furniture,2136,Below 100 DM,"[1, 4) Years",3,"Male, Single",None,2,Real Estate,25,None,Own,1,Skilled,1,no,yes,Male,Single,1
Below 200 DM,12,existing credits paid back duly till now ,Radio/TV,1484,None,"[1, 4) Years",2,"Male, Married/Widowed",None,1,Real Estate,25,None,Own,1,Skilled,1,yes,yes,Male,Married/Widowed,0
No Account,6,existing credits paid back duly till now ,Repairs,660,"[500, 1000) DM","[4, 7) Years",2,"Male, Married/Widowed",None,4,Real Estate,23,None,Rent,1,Unskilled Resident,1,no,yes,Male,Married/Widowed,1
No Account,24,critical account/ other credits existing (not at this bank),Car (New),1287,Above 1000 DM,Above 7 Years,4,"Female, Divorced",None,4,Real Estate,37,None,Own,2,Skilled,1,yes,yes,Female,Divorced,1
None,42,critical account/ other credits existing (not at this bank),Repairs,3394,Below 100 DM,Unemployed,4,"Male, Single",Co-Applicant,4,Car,65,None,Own,2,"Unemployed, Unskilled",1,no,yes,Male,Single,1
Above 200 DM,12,all credits at this bank paid back duly ,Business,609,Below 100 DM,<1 Year,4,"Female, Divorced",None,1,Real Estate,26,None,Own,1,"Unemployed, Unskilled",1,no,yes,Female,Divorced,0
No Account,12,existing credits paid back duly till now ,Car (New),1884,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Car,39,None,Own,1,Executive,1,yes,yes,Male,Single,1
None,12,existing credits paid back duly till now ,Furniture,1620,Below 100 DM,"[1, 4) Years",2,"Female, Divorced",Co-Applicant,3,Life Insurance,30,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,20,delay in paying off in the past ,Others,2629,Below 100 DM,"[1, 4) Years",2,"Male, Single",None,3,Car,29,Bank,Own,2,Skilled,1,yes,yes,Male,Single,1
No Account,12,existing credits paid back duly till now ,Education,719,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Car,41,Bank,Own,1,Unskilled Resident,2,no,yes,Male,Single,0
Below 200 DM,48,critical account/ other credits existing (not at this bank),Furniture,5096,Below 100 DM,"[1, 4) Years",2,"Female, Divorced",None,3,Car,30,None,Own,1,Executive,1,yes,yes,Female,Divorced,0
No Account,9,critical account/ other credits existing (not at this bank),Education,1244,None,Above 7 Years,4,"Female, Divorced",None,4,Life Insurance,41,None,Rent,2,Unskilled Resident,1,no,yes,Female,Divorced,1
None,36,existing credits paid back duly till now ,Car (New),1842,Below 100 DM,<1 Year,4,"Female, Divorced",None,4,Car,34,None,Own,1,Skilled,1,yes,yes,Female,Divorced,0
Below 200 DM,7,existing credits paid back duly till now ,Radio/TV,2576,Below 100 DM,"[1, 4) Years",2,"Male, Single",Guarantor,2,Real Estate,35,None,Own,1,Skilled,1,no,yes,Male,Single,1
Above 200 DM,12,existing credits paid back duly till now ,Furniture,1424,None,Above 7 Years,3,"Female, Divorced",None,4,Real Estate,55,None,Own,1,Executive,1,yes,yes,Female,Divorced,1
Below 200 DM,15,delay in paying off in the past ,Repairs,1512,Above 1000 DM,"[1, 4) Years",3,"Male, Married/Widowed",None,3,Life Insurance,61,Stores,Own,2,Skilled,1,no,yes,Male,Married/Widowed,0
No Account,36,critical account/ other credits existing (not at this bank),Car (Used),11054,None,"[1, 4) Years",4,"Male, Single",None,2,Car,30,None,Own,1,Executive,1,yes,yes,Male,Single,1
No Account,6,existing credits paid back duly till now ,Radio/TV,518,Below 100 DM,"[1, 4) Years",3,"Female, Divorced",None,1,Real Estate,29,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
No Account,12,no credits taken/ all credits paid back duly ,Furniture,2759,Below 100 DM,Above 7 Years,2,"Male, Single",None,4,Life Insurance,34,None,Own,2,Skilled,1,no,yes,Male,Single,1
No Account,24,existing credits paid back duly till now ,Car (Used),2670,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Car,35,None,Own,1,Executive,1,yes,yes,Male,Single,1
None,24,existing credits paid back duly till now ,Car (New),4817,Below 100 DM,"[4, 7) Years",2,"Male, Single",Co-Applicant,3,Life Insurance,31,None,Own,1,Skilled,1,yes,yes,Male,Single,0
No Account,24,existing credits paid back duly till now ,Car (Used),2679,Below 100 DM,<1 Year,4,"Female, Divorced",None,1,None,29,None,Own,1,Executive,1,yes,yes,Female,Divorced,1
None,11,critical account/ other credits existing (not at this bank),Car (New),3905,Below 100 DM,"[1, 4) Years",2,"Male, Single",None,2,Real Estate,36,None,Rent,2,Skilled,2,no,yes,Male,Single,1
None,12,existing credits paid back duly till now ,Car (Used),3386,Below 100 DM,Above 7 Years,3,"Male, Single",None,4,None,35,None,Free,1,Skilled,1,yes,yes,Male,Single,0
None,6,existing credits paid back duly till now ,Appliances,343,Below 100 DM,<1 Year,4,"Female, Divorced",None,1,Real Estate,27,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
No Account,18,existing credits paid back duly till now ,Radio/TV,4594,Below 100 DM,<1 Year,3,"Male, Single",None,2,Car,32,None,Own,1,Skilled,1,yes,yes,Male,Single,1
None,36,existing credits paid back duly till now ,Furniture,3620,Below 100 DM,"[1, 4) Years",1,"Male, Single",Guarantor,2,Life Insurance,37,None,Own,1,Skilled,2,no,yes,Male,Single,1
None,15,existing credits paid back duly till now ,Car (New),1721,Below 100 DM,<1 Year,2,"Male, Single",None,3,Real Estate,36,None,Own,1,Skilled,1,no,yes,Male,Single,1
Below 200 DM,12,existing credits paid back duly till now ,Furniture,3017,Below 100 DM,<1 Year,3,"Female, Divorced",None,1,Real Estate,34,None,Rent,1,Executive,1,no,yes,Female,Divorced,1
Below 200 DM,12,existing credits paid back duly till now ,Retraining,754,None,Above 7 Years,4,"Male, Single",None,4,Life Insurance,38,None,Own,2,Skilled,1,no,yes,Male,Single,1
No Account,18,existing credits paid back duly till now ,Business,1950,Below 100 DM,"[4, 7) Years",4,"Male, Single",None,1,Car,34,Stores,Own,2,Skilled,1,yes,yes,Male,Single,1
None,24,existing credits paid back duly till now ,Car (Used),2924,Below 100 DM,"[1, 4) Years",3,"Male, Single",Guarantor,4,None,63,Bank,Own,1,Skilled,2,yes,yes,Male,Single,1
None,24,delay in paying off in the past ,Radio/TV,1659,Below 100 DM,<1 Year,4,"Female, Divorced",None,2,Car,29,None,Rent,1,Unskilled Resident,1,yes,yes,Female,Divorced,0
No Account,48,delay in paying off in the past ,Radio/TV,7238,None,Above 7 Years,3,"Male, Single",None,3,Car,32,Bank,Own,2,Skilled,2,no,yes,Male,Single,1
No Account,33,delay in paying off in the past ,Business,2764,Below 100 DM,"[1, 4) Years",2,"Female, Divorced",None,2,Car,26,None,Own,2,Skilled,1,yes,yes,Female,Divorced,1
No Account,24,delay in paying off in the past ,Car (Used),4679,Below 100 DM,"[4, 7) Years",3,"Male, Single",None,3,Car,35,None,Own,2,Unskilled Resident,1,yes,yes,Male,Single,1
Below 200 DM,24,existing credits paid back duly till now ,Radio/TV,3092,"[100, 500) DM",<1 Year,3,"Male, Married/Widowed",None,2,Car,22,None,Rent,1,Skilled,1,yes,yes,Male,Married/Widowed,0
None,6,existing credits paid back duly till now ,Education,448,Below 100 DM,<1 Year,4,"Female, Divorced",None,4,Life Insurance,23,None,Own,1,Skilled,1,no,yes,Female,Divorced,0
None,9,existing credits paid back duly till now ,Car (New),654,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,3,Car,28,None,Own,1,Unskilled Resident,1,no,yes,Male,Single,0
No Account,6,existing credits paid back duly till now ,Retraining,1238,None,Unemployed,4,"Male, Single",None,4,Life Insurance,36,None,Own,1,Executive,2,yes,yes,Male,Single,1
Below 200 DM,18,critical account/ other credits existing (not at this bank),Radio/TV,1245,Below 100 DM,"[1, 4) Years",4,"Male, Married/Widowed",None,2,Car,33,None,Own,1,Skilled,1,no,yes,Male,Married/Widowed,0
None,18,no credits taken/ all credits paid back duly ,Furniture,3114,Below 100 DM,<1 Year,1,"Female, Divorced",None,4,Life Insurance,26,None,Rent,1,Skilled,1,no,yes,Female,Divorced,0
No Account,39,existing credits paid back duly till now ,Car (Used),2569,"[500, 1000) DM","[1, 4) Years",4,"Male, Single",None,4,Car,24,None,Own,1,Skilled,1,no,yes,Male,Single,1
Above 200 DM,24,existing credits paid back duly till now ,Radio/TV,5152,Below 100 DM,"[4, 7) Years",4,"Male, Single",None,2,Car,25,Bank,Own,1,Skilled,1,no,yes,Male,Single,1
Below 200 DM,12,existing credits paid back duly till now ,Business,1037,"[100, 500) DM","[4, 7) Years",3,"Male, Single",None,4,Real Estate,39,None,Own,1,Unskilled Resident,1,no,yes,Male,Single,1
None,15,critical account/ other credits existing (not at this bank),Furniture,1478,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Car,44,None,Own,2,Skilled,2,yes,yes,Male,Single,1
Below 200 DM,12,critical account/ other credits existing (not at this bank),Radio/TV,3573,Below 100 DM,"[1, 4) Years",1,"Female, Divorced",None,1,Real Estate,23,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,1
Below 200 DM,24,existing credits paid back duly till now ,Car (New),1201,Below 100 DM,<1 Year,4,"Male, Single",None,1,Life Insurance,26,None,Own,1,Skilled,1,no,yes,Male,Single,1
None,30,existing credits paid back duly till now ,Furniture,3622,Above 1000 DM,Above 7 Years,4,"Female, Divorced",None,4,Life Insurance,57,None,Rent,2,Skilled,1,yes,yes,Female,Divorced,1
No Account,15,delay in paying off in the past ,Furniture,960,Above 1000 DM,"[4, 7) Years",3,"Female, Divorced",None,2,Life Insurance,30,None,Own,2,Skilled,1,no,yes,Female,Divorced,1
No Account,12,critical account/ other credits existing (not at this bank),Car (New),1163,"[500, 1000) DM","[1, 4) Years",4,"Male, Single",None,4,Real Estate,44,None,Own,1,Skilled,1,yes,yes,Male,Single,1
Below 200 DM,6,delay in paying off in the past ,Car (New),1209,Below 100 DM,Unemployed,4,"Male, Single",None,4,Life Insurance,47,None,Own,1,Executive,1,yes,yes,Male,Single,0
No Account,12,existing credits paid back duly till now ,Radio/TV,3077,Below 100 DM,"[1, 4) Years",2,"Male, Single",None,4,Car,52,None,Own,1,Skilled,1,yes,yes,Male,Single,1
